tweet_id,customer_message,brand_reply,intent,expected_action,label_notes
2319493,@SpotifyCares Aces. Thanks a mill.,@672293 No worries. Let us know if we can help with anything else 🙂 /AY,OTHER,AUTO_HANDLE,Customer thanks support
644254,Hi @115888. Is there a way to clear the queue in your Android app? It messes me when I'm in the car. 😢,@272922 Hey there! You can remove tracks in the Play Queue by following the steps here: https://t.co/Lx02el9U59. Hope this helps /PL,PLAYBACK_TECHNICAL,AUTO_HANDLE,Clear play queue question
2225590,Unfortunately #Reputation is not yet on @115888 but very pleased to see such strong reviews for it ✔,"@649699 We’d love to have all of her stuff available, but we have some info about content here: https://t.co/0i8GpimuDa /JN",CONTENT_AVAILABILITY,AUTO_HANDLE,Album not available
1125880,"@SpotifyCares Yes, please! No new rumors about the HiFi tier since April - I‘m a little worried!","@312172 No worries. We've passed it on. If you need anything else, just let us know. We're always here to help! /CB",FEATURE_REQUEST,AUTO_HANDLE,HiFi tier availability request
2059670,"@115888 a HIGH volume of songs do not contain a clean version, why is this? Please respond within 24hrs or I must move to @115948. Thnx",@609145 Hey! Where possible we have both versions available. More info here: https://t.co/uKBxlsmKqi /RB,CONTENT_AVAILABILITY,AUTO_HANDLE,Clean versions of songs unavailable
2110127,"@SpotifyCares I have an iPhone 8 running iOS 11.1 and most current Spotify. See a playlist like Rap Caviar. Only a play option, no shuffle.",@278542 1: Thanks. Everything seems to check out on our end. Can you try tapping a specific song from that playlist...,PLAYBACK_TECHNICAL,AUTO_HANDLE,Shuffle option missing on playlist
1894635,@SpotifyCares My credit card was charged a student rate but I am already a premium customer. Can you refund the student rate please?,@564755 Hey Danika! Can you send us your account's email address or username via DM? We'll take a look backstage /AY https://t.co/ldFdZRiNAt,BILLING_SUBSCRIPTION,ESCALATE,Incorrect student charge and refund request
2198158,@SpotifyCares my UNiDAYS credentials are being used for a spotify  that I don't use anymore&amp;I don't know how to disconnect the accounts,@642975 Hey there! Can you DM us your account's email address? We'll take a look backstage /RB https://t.co/ldFdZR1cbT,BILLING_SUBSCRIPTION,ESCALATE,Student credentials linked to old account
1217110,@SpotifyCares made a new student discount yesterday w help from Spotify and I still have ads/can’t pick what song I listen to,@405610 Hi there! Can you send us a DM with your account's email address? We'll have a look backstage /ST https://t.co/ldFdZRiNAt,BILLING_SUBSCRIPTION,ESCALATE,Student discount active but account behaves as Free
911256,Hi @115888 @SpotifyCares be cool to be able to share folders via URL...? #please?,@336433 We can see how that’d be useful! Suggest it in our Community where you can get support from other fans: https://t.co/WgY7GXI7jf /JN,FEATURE_REQUEST,AUTO_HANDLE,Share playlist folders by URL request
1421482,@SpotifyCares And I love the feature on my other devices! Which is why I want it on more! :P thanks again!,"@123421 You're welcome! For anything else, just give us a shout. https://t.co/uEkAlnxbzn 🙂 /MU",OTHER,AUTO_HANDLE,Positive feature acknowledgement
2435836,@SpotifyCares Just used it for a bit and my phone didn’t seem to heat up this time around. Looks like all is well! Thanks again,@698868 That's great to hear! Give us a shout if the app ever misbehaves again. We'll be... https://t.co/LgAM6ky9Vv /DV,OTHER,AUTO_HANDLE,Technical issue appears resolved
2495005,"@SpotifyCares I'm trying to switch my account to a student account, but it says that my email is already in use???",@712111 Hey there! Could you DM us your account's username and email address? We'll take a look backstage /DF https://t.co/ldFdZRiNAt,BILLING_SUBSCRIPTION,ESCALATE,Student account email already in use
2183105,@SpotifyCares i just think ‘daily’ gives the impression it changes every day - this would be a big improvement imo,"@639486 We hear you 🎧 Rest assured, your feedback will be passed on to the right folks /KL",FEATURE_REQUEST,AUTO_HANDLE,Daily feature improvement feedback
1077376,@115888 @SpotifyCares https://t.co/bWzTp81lSc wrong artist link. Should be https://t.co/AQFwP0ccFk @374182,@220664 Hey there. Thanks for the heads up. We'll get this reported. Great detective work! https://t.co/LpsmyUtme0 /QI,CONTENT_AVAILABILITY,AUTO_HANDLE,Wrong artist link reported
1843941,petition to @115888 to add running on dua's musics,@552458 Hey there! Thanks for the request. We’ll have it available to you as soon as it’s available to us. More info about Spotify content here: https://t.co/0i8GpimuDa /CH,CONTENT_AVAILABILITY,AUTO_HANDLE,Request to add music
1963233,"@SpotifyCares I’ve already tried this, and still nothing.",@582099 No worries! Could you DM us your Spotify account's email address? We'll take a look under the hood /BH https://t.co/ldFdZRiNAt,PLAYBACK_TECHNICAL,ESCALATE,Previous troubleshooting did not work
857982,"@SpotifyCares @323746 Hey there, @SpotifyCares. Actually the song just doesn’t seem to be available at all. Released July 24, 2001, the song peaked at #27 on the @204949 Hot 100. How can we get this available for streaming?",@323745 Got it. We can confirm the song was temporarily removed because of licensing changes. Hopefully we'll have it available again soon! /MT,CONTENT_AVAILABILITY,AUTO_HANDLE,Song unavailable due to licensing
1160828,"@SpotifyCares Restarting doesn't do anything, and I'm connected to a home network.","@164929 Alright. Can you check if restarting your router does the trick? Also, when did this start to happen? /DV",PLAYBACK_TECHNICAL,AUTO_HANDLE,Network issue continues after restart
2749469,@SpotifyCares Samsung galaxy tablet all updated versions.,@769808 Thanks. Does logging out &gt; restarting your device &gt; logging back in make any difference? /AN,PLAYBACK_TECHNICAL,AUTO_HANDLE,Tablet technical troubleshooting
2234676,@SpotifyCares Hey! I have a complaint! Why is Katy Perry playing on BULLETS? I'M TRYNA BE EMO NOT MY 3RD GRADE SELF https://t.co/ot4cEIru6t,"@651816 Hey there! To reduce the number of Suggested Tracks you get, try adding more artists into your playlists. Keep rocking 🤘 /MX",PLAYBACK_TECHNICAL,AUTO_HANDLE,Unwanted suggested track
335343,"@115888 Hi, When is Spotify going to be Roku friendly or are you going to be @127972 friendly?","@195942 Hi! We don't have any updates for Roku yet. Don't worry, we'll let everyone know as soon as we have news to share 🙂 /RR",FEATURE_REQUEST,AUTO_HANDLE,Roku support request
499252,"@SpotifyCares thanks! i guess my confusion comes from the design &amp; language, makes it seem like i'm signing up anew since you're gathering my billing info again and the button is to ""start premium"", when i already have premium and you have my billing info. please relay to your content/ux team",@234228 Sorry for the confusion. We hear you 🎧 Rest assured your feedback will be passed onto the right folks. Let us know how it goes /AL,FEATURE_REQUEST,AUTO_HANDLE,Billing page UX feedback
1897169,@SpotifyCares why is @2043  wanna be that song not on @115888,@565445 Hey Branden. Sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have it available again soon! /MQ,CONTENT_AVAILABILITY,AUTO_HANDLE,Song unavailable
2964694,I sure wish @115888 would stop deleting all downloaded songs..,@817970 Hey Ryan! Could you send us a DM with your account's email address? We'll take a look backstage /FR https://t.co/ldFdZRiNAt,DOWNLOAD_OFFLINE,ESCALATE,Downloaded songs repeatedly deleted
2139022,@SpotifyCares I'm trying to close an account and it won't allow me as it says my Premium ends on 11/10/17. Could you help please?,"@629104 Hey Megan, help's here! Could you DM us your account's username and email address? We'll take a look backstage for you /BX https://t.co/ldFdZRiNAt",BILLING_SUBSCRIPTION,ESCALATE,Unable to close Premium account
2175346,@115888 Please consider allowing users to make copies of existing playlists that they can then add/delete songs and edit them as they see fit. Thanks!,"@637748 2: Note that you can only do this on playlists you've created. Alternatively, you can also try to copy and...",FEATURE_REQUEST,AUTO_HANDLE,Copy playlist feature request
1888723,"@SpotifyCares i can't seem to connect an account with spotify premium for family, help!","@563248 Hi, help's here! Can you DM us both your accounts' usernames and email addresses? We’ll take a look backstage 🔍 /TR https://t.co/ldFdZRiNAt",BILLING_SUBSCRIPTION,ESCALATE,Cannot connect Family Premium account
1096831,@SpotifyCares I need to speak to someone in the charity department as soon as possible. Can you please help?,@378825 Hi there! We'd recommend visiting this site for more info: https://t.co/f8mbqWWue5 /NQ,OTHER,AUTO_HANDLE,Charity department contact request
1591187,"@SpotifyCares Thanks, that looks to have fixed it. Hopefully it won’t reoccur. Any ETA on an iPhone X update?","@328379 No worries! Glad to hear it's working. Also, we're afraid we currently don't have any info to share about the iPhone X update /JS",FEATURE_REQUEST,AUTO_HANDLE,iPhone X update request
1854541,"@SpotifyCares iPhone 6s, iOS 9 and version 8.4.22.515","@554861 Got it. Is this happening on 3G/4G, WiFi, or both? Does restarting your device by holding Home + Lock for 10 seconds help at all? /KB",PLAYBACK_TECHNICAL,AUTO_HANDLE,iPhone technical troubleshooting
351223,@SpotifyCares Why,"@199558 1. Thanks for the screenshot. To clear things up, merging one playlist to another hasn't been a feature of the app, but... /KM",FEATURE_REQUEST,AUTO_HANDLE,Playlist merging feature question
566298,@115888 not syncing between my iPhone and @115821 Alexa :(,"@252753 Hey Emma, help's here! Can you let us know your iOS and Spotify versions? We'll see what we can suggest /MG",PLAYBACK_TECHNICAL,AUTO_HANDLE,iPhone and Alexa not syncing
1366580,"Hey @SpotifyCares someone is using my Spotify account on devices I don't recognize, I think I may have been hacked. Help?","@438120 Hi Alex, we’re sorry to hear that. Check out https://t.co/QHn3ok8y2n for what to do next /JQ",ACCOUNT_ACCESS,ESCALATE,Unrecognized devices and possible hacked account
2751283,@SpotifyCares 11.1.2,@770256 Thanks! Can you try logging out and back in to the app? Does restarting your device help? /CH,PLAYBACK_TECHNICAL,AUTO_HANDLE,Technical troubleshooting context
2920702,"@SpotifyCares I need help deleting a duplicate spotify artist account and merging ""Appears on"" to the new verified account @151631 can anyone help? #Lost",@808347 Hey! Our friends in Artist Support are the right folks to help with this. You can get in touch with them by heading to https://t.co/41wf7ozbVm. We're here for you if there's anything else /YM,OTHER,ESCALATE,Artist account deletion and merging request
2121158,@115888 Why would u suggest me this shit when Im tryin to play Chief Keef ? Ur supposed to suggest me related artists/songs u stupid cunt. https://t.co/Xneocqkokb,"@624965 Hi there! To reduce the number of Suggested Tracks you get, try adding more artists into your playlists. Hope this info helps /DR",PLAYBACK_TECHNICAL,AUTO_HANDLE,Irrelevant suggested songs
2609419,@SpotifyCares I just got an email saying it was a receipt. I still haven't been able to listen to a single song. What screen shots am I supposed to get again? I if I find I have been billed again to be correct with an UNUSABLE DESTROYED ACCOUNT. THEN I'VE HAD ENOUGH,"@287348 Don't worry, we'll be sure to get this cleared up for you. We've sent over a DM with more help. Reply there when you get the chance! /J",BILLING_SUBSCRIPTION,ESCALATE,Billing concern and unusable account
153760,"@115888 i have lost username, email amd password of my spotify premium account, can you help me please?","@151202 Hey there, helps here! Could you send us a DM with the first 6 and last 4 of your payment form? For security purposes, be sure you don't send the full card number. We'll take a look backstage and get back to you in a beat /ZO https://t.co/ldFdZRiNAt",ACCOUNT_ACCESS,ESCALATE,Lost username email and password
557258,"@SpotifyCares Hi. As of a few days ago, my Android Spotify app will no longer send music to my Sonos system. It shows the devices, selecting them does nothing. The Sonos app can send to Sonos.  I uninstalled and reinstalled both apps.","@250120 Hi Ron! Our best tech folks are on the case as we speak. Hopefully, we'll have a fix soon 🔧 /RR",PLAYBACK_TECHNICAL,ESCALATE,Sonos connection fails after reinstall
2414533,@115888 @SpotifyCares second iOS update and still no iPhone X support 🤦🏻‍♂️,@694027 Hey there! We understand - we’re working on it as we speak. Be sure to stay tuned /CG,FEATURE_REQUEST,AUTO_HANDLE,iPhone X support complaint
2448598,@117168 argh. I can’t reset my password,@701861 Hey Stephanie! The cavalry's here. Could you DM us your account's email address? We'll take a look under the hood /KB https://t.co/ldFdZRiNAt,ACCOUNT_ACCESS,ESCALATE,Cannot reset password
894354,"@SpotifyCares hi I’ve just set up a family premium account in the wrong name, can I change this?","@332350 Hey, help's here! Could you send us a DM with your account's username or email address? We'll take a look backstage 🔍 /DB https://t.co/ldFdZRiNAt",BILLING_SUBSCRIPTION,ESCALATE,Family Premium account set up in wrong name
1942518,"@115888 I would but I don't wanna pay for Spotify AND Hulu.. I thought that if you're paying for Spotify, Hulu is free but I guess not.",@578183 2. There's more info about it here: https://t.co/hAqefUikr2. Give us a shout if you have other questions 🙂 /AY,BILLING_SUBSCRIPTION,AUTO_HANDLE,Spotify and Hulu bundle question
1648687,@115888 City University of Seattle is still not listed in Canada https://t.co/APA4L3VMsb,@491765 Thanks for the update. Can you DM us your account's email address? We'll take a look backstage /MG https://t.co/ldFdZRiNAt,BILLING_SUBSCRIPTION,ESCALATE,University not listed for student plan
2251325,@SpotifyCares when will reputation be available to stream??,"@655857 Hi! Taylor Swift's 'Reputation' isn't available to stream just yet – stay tuned. For now, check out the singles: https://t.co/3h0TnPWP0c /AU",CONTENT_AVAILABILITY,AUTO_HANDLE,Album streaming availability question
2046561,@SpotifyCares put back Player - Baby Come Back on spotify im begging you PLEASe,"@605257 Hey, help's here! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/MEjmIRL2eB /JQ",CONTENT_AVAILABILITY,AUTO_HANDLE,Request to restore removed song
1936034,"@115888 Android had just stopped casting your app. Tried everything. Can you speak to YouTube, which works flawlessly.","@575998 Hi Sam, help's here! Can you DM us your account's username and email address? We'll do some digging /TY https://t.co/ldFdZRiNAt",PLAYBACK_TECHNICAL,ESCALATE,Android casting problem after troubleshooting
2616828,@SpotifyCares had to cancel my premium because I’m unable to update cc info from an old card! Help?!,"@739621 Hi Joy! Don't worry, we can help. Can you fire over your account's email address via DM? We'll check under the hood and see what we can suggest /NY https://t.co/ldFdZRiNAt",BILLING_SUBSCRIPTION,ESCALATE,Cannot update credit card for Premium
73729,@SpotifyCares Only just saw this reply. It was both on my phone (android nexus 5x) and laptop (macbook pro). Tried multiple networks too. But it seems to have resolved itself now. Thanks anyway!,@132493 That's great to hear! Let us know if there's anything else we can help you with. Have a... https://t.co/fOHcTvQJC3 💚 /JP,OTHER,AUTO_HANDLE,Technical issue resolved itself
784246,"Had @115888 for 5 years, canceling my subscription. WORST customer service ive ever had. About to get @115948",@194240 Sorry for the wait. We've just replied to your DM. Can you check your Messages again? /CM,BILLING_SUBSCRIPTION,ESCALATE,Customer cancelling after support problem
1541250,@115888 The idea of having limited skips in the 1st place is pathetic. Its a 'free' streaming app that forces u 2 listen to songs you didnt click on,"@477646 2: number of Suggested Tracks you're getting, try adding more artists into your playlists. We hope that helps /JM",PLAYBACK_TECHNICAL,AUTO_HANDLE,Limited skips and suggested tracks complaint
206600,@115888 can I download albums to hear offline at the computer or this is available only to playlists?,@164933 Hey there! You'll need to put the tracks in a playlist to set them offline. More info here: https://t.co/1z13MJsB33 /NQ,DOWNLOAD_OFFLINE,AUTO_HANDLE,Offline album download question
1234886,@115888 I think there is a mistake. Why is @22393 the icon of @364751 ? I know #reputation era is dark but err... #taylorswift #oops https://t.co/iZRaAkRR4J,@409642 Hey there! That doesn't seem right. Could you try logging out &gt; logging back in? Let us know how that goes 🙂 /CG,CONTENT_AVAILABILITY,AUTO_HANDLE,Incorrect artist or album artwork
2047806,@115888 please update your podcasts. I need my @12743 fix!,"@605608 1. Hey Rich! Licensing and ownership constraints also apply to non-musical content, such as podcasts and videos. Don't worry, we'll...",CONTENT_AVAILABILITY,AUTO_HANDLE,Podcast content update request
2777736,@SpotifyCares Yes,@769806 We've just sent another reply via DM! Let's continue chatting there /JL,OTHER,AUTO_HANDLE,Simple acknowledgement in support conversation
2813985,When you really need to listen to music for sanity purposes and @115888 won't load....,"@784572 Hi there, that doesn't sound good! Does restarting your device help at all? Also, is this happening over 3G/4G, WiFi, or both? Keep us posted /AK",PLAYBACK_TECHNICAL,AUTO_HANDLE,Spotify will not load
648665,@SpotifyCares Put All Night By Steve Aoki and Lauren Jauregui on Today's Top Hits :),"@274165 Hey there! Thanks for the feedback. Our Curation team is independent. They use taste, data, research, and trends to create playlists, but we’ll pass on your suggestion. Just give us a shout if there's anything else 🙂 /PC",FEATURE_REQUEST,AUTO_HANDLE,Request to add song to curated playlist
1988904,"@SpotifyCares one of my albums I'd accidentally listed under ""singles"" on my artist page. How can I fix that?",@588654 Hi Jesse! Our friends in Artist Support are the right folks to help with this. Get in touch with them here: https://t.co/p1wbtdELHu 💚 /NG,OTHER,ESCALATE,Artist page metadata issue
48577,"My ""Discover"" playlist on Spotify today is just loads of covers of Harvest Moon by Neil Young.","@126822 2: your tastes next week. If anything else comes up, we're just a tweet away 🙂 /NG",PLAYBACK_TECHNICAL,AUTO_HANDLE,Discover playlist recommendation problem
2899864,@SpotifyCares Only been waiting 5 years!!!,"@129061 We hear you loud and clear! We can’t make any promises but we’ll pass your feedback onto the right folks. In the meantime, let us know if you need help with anything else /GU",FEATURE_REQUEST,AUTO_HANDLE,Long-standing feature request follow-up
452110,@115888 misleads you to buy 3 months premium for 9php then charges you 129. No where on the payment page tells you that if you charge it to your phone credits it will charge 129 instead of the 9php as advertised. That's just bad business practice tsk.,@222240 Hi! Help's here. Could you DM us your account's email address? We'll take a look backstage /AU https://t.co/ldFdZRiNAt,BILLING_SUBSCRIPTION,ESCALATE,Promotional price differs from actual charge
2031969,"@SpotifyCares honestly, how were you guys not prepared for iPhone X launch? From a technical perspective, the changes aren’t that hard.","@435643 Hi Michael. We're sorry you feel that way. We appreciate your feedback on this, and we'll be sure to pass it on to the right folks /LM",FEATURE_REQUEST,AUTO_HANDLE,iPhone X support complaint
2580777,@115888 why are you suggesting Taylor Swift in my Jojo's Bizzare Adventure OST playlist,"@731482 Hey Stephen! To reduce the number of Suggested Tracks you get, try adding more artists into your playlists. Let us know if there's anything else /AP",PLAYBACK_TECHNICAL,AUTO_HANDLE,Unwanted suggested artist
634352,@SpotifyCares Does Spotify Mac do a fade in on play if it’s been idle for a while or is it my amp? Cross fade tracks is off in the settings.,"@270402 Hi Joris, help's arrived! Just to check, do you hear fade in while playing music on other speakers? Let us know /TY",PLAYBACK_TECHNICAL,AUTO_HANDLE,Unexpected audio fade behavior
854762,@SpotifyCares I have NEW LIFE thanks to you! This seems to have worked!! Very thankful for your popping into my feed!,"@323004 Awesome! We're glad that did the trick. If you ever need help with anything else, you know where to find us /QI",OTHER,AUTO_HANDLE,Solution worked and customer thanks
2031837,@SpotifyCares I'm being charged full amount and I have student payment set up. Help,"@600810 Hey Katie, we've come to the rescue! Could you DM us your account's username or email address? We'll check backstage /RE https://t.co/ldFdZRiNAt",BILLING_SUBSCRIPTION,ESCALATE,Student customer charged full price
1834566,"@SpotifyCares Galaxy s7 active, andriod https://t.co/wtAZr6nNUP","@550247 Can you let us know the exact Android version on your phone? Also, is this happening on specific tracks? We'll get to the bottom of this /LP",PLAYBACK_TECHNICAL,AUTO_HANDLE,Device information for technical issue
2714238,@SpotifyCares Yes,@761956 That's strange. We'll get this passed on to our devs so they can look into it. Give us a shout if you need anything else /CP,OTHER,AUTO_HANDLE,Short follow-up with insufficient standalone context
2689073,so uHhhHh @115888 ever gonna let me listen to hello by seventeen,"@610741 Hey Alma! Fingers crossed we'll be able to have it available soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa /JT",CONTENT_AVAILABILITY,AUTO_HANDLE,Song availability request
2919401,"Spotify is down..

And that right there is the problem with streaming music.",@808045 Hey Ashley! Everything should be running smoothly now. Let us know if this is still happening /FR,PLAYBACK_TECHNICAL,AUTO_HANDLE,Spotify service outage
2580699,@SpotifyCares im using mac,@501686 Thanks! Can you also give us some info about what's going on? /RB,PLAYBACK_TECHNICAL,AUTO_HANDLE,Mac device information for technical issue
1509483,@SpotifyCares Many thanks,"@470370 No worries! If you ever need us again, we'd be... https://t.co/LgAM6ky9Vv 🙂 /MU",OTHER,AUTO_HANDLE,Customer thanks support
1930000,@115888 when are you gonna make a move to Asian countries?,@574325 Hey Antony! We're launching in new countries as often as possible. Be sure to add your email at https://t.co/X8DVSX9QgM /MX,CONTENT_AVAILABILITY,AUTO_HANDLE,Spotify availability in Asian countries
86373,humankind needs lyrics on @115888,"@134858 Hi Frederick! We totally agree. If you’re Premium, you can connect your Spotify account to the Musixmatch mobile app to enjoy lyrics: https://t.co/SyGMWOjGoe /QI",FEATURE_REQUEST,AUTO_HANDLE,Lyrics feature request
993088,"@SpotifyCares Hiya, the Android app seems to glitch yet again after the latest update. All of my saved songs gone. Having to re-download 20 GB worth of music every time there's an update is no fun. Hope it gets resolved soon!","@355248 Hey there, we're here to help! Could you DM us with your account's username and email address? We'll take a look /TB",DOWNLOAD_OFFLINE,ESCALATE,Saved songs disappear after app update
1818441,"@SpotifyCares on your UK website, the renewal date is using US formatting https://t.co/aqfk1Kci9m","@546211 Hi Joylon! Thanks for the heads-up. Not to worry, your feedback is noted and passed on to the right team. Anything else, let us know /NY",FEATURE_REQUEST,AUTO_HANDLE,UK renewal date formatting feedback
363817,@115888 HEY HAVING A LOGIN SCREEN ON MOBILE THAT'S VERY RAPIDLY FLASHING PURPLE / BLACK IS A VERY BAD IDEA,@202223 Hey Jamie! That doesn't sound good. Can you send us a screenshot of what you're seeing? We'll see what we can suggest /SU,PLAYBACK_TECHNICAL,AUTO_HANDLE,Login screen flashing visual bug
1580648,@SpotifyCares please help me cancel my payments for an account I do not have access to. Also get a customer service number if you won’t help,@486668 Hey Brandon! We've already sent a response to you via DM. Let's continue chatting there 🙂 /CH,BILLING_SUBSCRIPTION,ESCALATE,Cancel payments for inaccessible account
1281606,@SpotifyCares Just tried on my tablet. Songs played fine. Went back to phone. Makes a skip like every 2 seconds.,@419844 Got it. Could you DM us your username and email address? We'll take a look backstage /JQ https://t.co/ldFdZRiNAt,PLAYBACK_TECHNICAL,ESCALATE,Songs repeatedly skipping on phone
656468,@SpotifyCares when does the offer to get 3 months of premium for $9.99 expire?,"@219895 Hey there, the offer will end on the 31st of Dec 2017. Strike while the iron's hot! 🔥 /SY",BILLING_SUBSCRIPTION,AUTO_HANDLE,Premium promotional offer expiry question
2647460,omg like why isn't the whole believe album on spotify yet plz it's 2017 @115888,"@746949 Hey, we’ll have it available to you as soon as it’s available to us! https://t.co/0i8GpimuDa /RB",CONTENT_AVAILABILITY,AUTO_HANDLE,Album not fully available
1780674,"@SpotifyCares Just migrated from Groove Music and subscribed to Spotify, under 30-day free trial now. How do I avail of the 60-day trial?",@534988 2: signed up for the 30-day trial. Can you DM us your account's email address? We'll take a look backstage /SJ https://t.co/ldFdZRiNAt,BILLING_SUBSCRIPTION,ESCALATE,Free trial eligibility question
42722,@SpotifyCares It sometimes takes forever to scroll ALL the way down to get to the singles. Just make an option to go straight to singles.,"@125449 2: our Community: https://t.co/YvOp6xWJrG. If you need anything else, just let us know /MC",FEATURE_REQUEST,AUTO_HANDLE,Shortcut to artist singles request
2011751,"@SpotifyCares Train tickets, With very loud horns. Oh and visit some place somewhere. I switch off once is says listen to this... And thanks for listening","@594886 Got it. Just to check, did you definitely watch the video ad that grants 30 minutes of ad-free listening in full? Keep us in the loop /NY",PLAYBACK_TECHNICAL,AUTO_HANDLE,Ad-free listening not working as expected
2303688,"Hey @115888 
So my friends and I are trying to create a family account, but i don't get the mail to accept. How can we change that?",@668450 Hi Emil! We've just sent you a DM 🙂 /QI,BILLING_SUBSCRIPTION,ESCALATE,Family invitation email not received
1333631,@SpotifyCares none of these apply and it's a brand new phone. Playlists always stay downloaded but album downloads disappear! So very annoying!,@431116 2: The steps are here: https://t.co/EqisDMwZAT. You can resync your music afterwards. Let us know how it goes /NY,DOWNLOAD_OFFLINE,AUTO_HANDLE,Album downloads repeatedly disappear
945593,"@SpotifyCares I accidentally registered for a premium subscription for 1 year, Can I cancel it? I intend to try the free 1 month subscriptio",@344223 Hey there! Can you DM us your account's email address or username? We'll take a look backstage /RH https://t.co/ldFdZRiNAt,BILLING_SUBSCRIPTION,ESCALATE,Accidental annual Premium subscription cancellation
2272756,@SpotifyCares Yea that’s exactly what I ended up doing !! :$,@407803 Hey there! Is the issue still happening? Keep us posted /DF,OTHER,AUTO_HANDLE,Customer follow-up acknowledgement
908507,@117153 @SpotifyCares Still can’t access my premium,"@560093 Hey, help's here! Can you DM us your account's username or email address? We'll take a look under the hood /RS https://t.co/ldFdZRiNAt",BILLING_SUBSCRIPTION,ESCALATE,Cannot access Premium account
2653205,@SpotifyCares I have 8.4.28.1104 now :),"@748243 Great! The newest version of Spotify should support the iPhone X. Can you try logging out, restarting your phone, and logging back in? Let us know how it goes /DD",PLAYBACK_TECHNICAL,AUTO_HANDLE,Updated app and iPhone X troubleshooting
255598,@115888 how many devices with downloaded music can I have with a premium account? Thanks!,"@176787 Hi Edu! You can download up to 3,333 songs per device, on a maximum of 3 devices. More info here: https://t.co/WSjJgGAmPy /AU",DOWNLOAD_OFFLINE,AUTO_HANDLE,Premium download device limit question
1956239,@SpotifyCares … I could star 4-5 tracks from the list. Now it’s rarely more than max 1. And often zero,@580566 Sorry to hear that! Your Discover Weekly should improve as it gets to know you. Keep adding your fav tracks to Your Library/playlists 🙂 /ND,FEATURE_REQUEST,AUTO_HANDLE,Discover Weekly recommendation feedback
